8.202719518983533353e-01,5.703005978309729773e-01,4.371673641182043102e-02
7.568911984203925414e-01,6.504007403187709313e-01,6.398898926016009792e-02
7.324271623269007492e-01,6.806193290196098644e-01,1.754368406748354342e-02
7.621067802454498663e-01,6.439518206628482844e-01,6.722579987561541626e-02
8.134073105229605583e-01,5.794705366313963601e-01,5.081775638421792002e-02
7.535509188338757047e-01,6.532623588615484866e-01,7.354796543254671359e-02
8.530687109320648220e-01,5.112371166833171721e-01,1.044527881582560519e-01
6.753578787742909872e-01,7.352786353645909267e-01,5.707069260027378826e-02
7.311965114580071257e-01,6.786176371829224507e-01,6.949650448697250460e-02
-7.559631356385634327e-01,-6.526510909647044167e-01,-5.065857299699882271e-02
7.105316618785979532e-01,6.989580786855983385e-01,8.125491805530681011e-02
7.489286522509379651e-01,6.620551920542838698e-01,2.808552138663230821e-02
6.816570315777361611e-01,7.300664067740967322e-01,4.844309032863679254e-02
7.846834278652412564e-01,6.191840777280951391e-01,2.971524729264569953e-02
7.751854241313441696e-01,6.307864622392824749e-01,3.458319346095779789e-02
7.071602925890839719e-01,7.053422157988182839e-01,4.915973146117159909e-02
7.925717356322952156e-01,6.091650300090519776e-01,2.734977314132586157e-02
7.958228091634867996e-01,6.048791409855756029e-01,2.805853195889869423e-02
7.132065188182278304e-01,6.997361026320979560e-01,4.130191506972585164e-02
7.710883354269546519e-01,6.331043242273259875e-01,6.783578416403360234e-02
6.956487707243246277e-01,7.176888643823298164e-01,3.155125562220690433e-02
7.518909790210643873e-01,6.586598109864081341e-01,2.876124229052833339e-02
7.816158601450403642e-01,6.212742031456941483e-01,5.563282911565418237e-02
8.077163208124974458e-01,5.873016925278529143e-01,5.168236688699490156e-02
7.659344816607341899e-01,6.390086596934748675e-01,7.079761747298661534e-02
8.390229497111999502e-01,5.439746037212063179e-01,1.149436228217660776e-02
7.946497633376916614e-01,6.055849226175024080e-01,4.241055441401751780e-02
7.228119303829871889e-01,6.900026261095325575e-01,3.793796591764526244e-02
-7.452351126369467504e-01,-6.600826906042203124e-01,-9.442175839122281256e-02
6.986560738357423528e-01,7.101430735790058568e-01,8.704312460032875842e-02
-7.683905822753150927e-01,-6.356781455141153891e-01,-7.408919210206939276e-02
-7.727122464701778881e-01,-6.329971438136762218e-01,-4.722711169168653661e-02
7.683990671663085692e-01,6.358818330810263042e-01,7.222996563380605639e-02
-7.657363368415701643e-01,-6.408156603502118687e-01,-5.480102088807506377e-02
-7.543771207146912072e-01,-6.553574328805531479e-01,-3.770669583009527565e-02
8.029767404580644419e-01,5.936494750212999438e-01,5.299674603480221402e-02
8.112779353033419127e-01,5.822643828524454168e-01,5.288005438166303723e-02
7.847972360458865815e-01,6.165938986258894250e-01,6.249209927713647583e-02
7.910219860809959425e-01,6.095754978114718003e-01,5.198009238519403497e-02
8.529461251068251038e-01,5.183163291590532351e-01,6.189580431932631410e-02
7.976847541370915007e-01,6.000309240039247705e-01,6.051382698395771365e-02
7.948339416950367387e-01,6.040391118690747740e-01,5.810126041619333853e-02
7.877581007441969430e-01,6.155500634810087135e-01,2.313642280954088595e-02
-7.340070012819870371e-01,-6.763580805402408247e-01,-6.142856792198721216e-02
7.458064226922715978e-01,6.647305100877832773e-01,4.365923532761371850e-02
7.257187093593723271e-01,6.870390686464321606e-01,3.618940506847329042e-02
7.432732850398542368e-01,6.682612629370637825e-01,3.117223450162663265e-02
8.653312375420987301e-01,4.981786652536951965e-01,5.495331491281295333e-02
7.364808223481484895e-01,6.760846164048038842e-01,2.248532352811889734e-02
7.834221489679576989e-01,6.199150601872234212e-01,4.421600003955930558e-02
